Date,SPX,VIX
2000-07-19,1481.959961,19.65
2000-07-20,1495.569946,18.940001
2000-07-21,1480.189941,18.940001
2000-07-24,1464.290039,19.92
2000-07-25,1474.469971,19.389999
2000-07-26,1452.420044,19.67
2000-07-27,1449.619995,19.6
2000-07-28,1419.890015,20.84
2000-07-31,1430.829956,20.74
2000-08-01,1438.099976,20.549999
2000-08-02,1438.699951,20.0
2000-08-03,1452.560059,19.99
2000-08-04,1462.930054,18.620001
2000-08-07,1479.319946,19.030001
2000-08-08,1482.800049,18.790001
2000-08-09,1472.869995,19.18
2000-08-10,1460.25,19.190001
2000-08-11,1471.839966,18.549999
2000-08-14,1491.560059,17.879998999999994
2000-08-15,1484.430054,17.98
2000-08-16,1479.849976,18.02
2000-08-17,1496.069946,17.48
2000-08-18,1491.719971,17.049999
2000-08-21,1499.47998,17.35
2000-08-22,1498.130005,17.469998999999998
2000-08-23,1505.969971,17.379998999999998
2000-08-24,1508.310059,17.040001
2000-08-25,1506.449951,16.530001000000002
2000-08-28,1514.089966,16.540001
2000-08-29,1509.839966,16.889999
2000-08-30,1502.589966,17.690001000000006
2000-08-31,1517.680054,16.84
2000-09-01,1520.77002,17.530001000000002
2000-09-05,1507.079956,19.82
2000-09-06,1492.25,20.790001
2000-09-07,1502.51001,19.42
2000-09-08,1494.5,18.459999
2000-09-11,1489.26001,18.4
2000-09-12,1481.98999,18.59
2000-09-13,1484.910034,18.32
2000-09-14,1480.869995,18.26
2000-09-15,1465.810059,18.52
2000-09-18,1444.51001,20.25
2000-09-19,1459.900024,19.540001
2000-09-20,1451.339966,19.93
2000-09-21,1449.050049,20.18
2000-09-22,1448.719971,20.74
2000-09-25,1439.030029,21.41
2000-09-26,1427.209961,21.879999
2000-09-27,1426.569946,21.67
2000-09-28,1458.290039,19.469999
2000-09-29,1436.51001,20.57
2000-10-02,1436.22998,21.23
2000-10-03,1426.459961,21.85
2000-10-04,1434.319946,21.540001
2000-10-05,1436.280029,21.030001
2000-10-06,1408.98999,22.709999
2000-10-09,1402.030029,24.02
2000-10-10,1387.02002,24.860001
2000-10-11,1364.589966,26.57
2000-10-12,1329.780029,30.51
2000-10-13,1374.170044,27.6
2000-10-16,1374.619995,26.790001
2000-10-17,1349.969971,27.84
2000-10-18,1342.130005,28.719999
2000-10-19,1388.76001,25.09
2000-10-20,1396.930054,24.24
2000-10-23,1395.780029,24.690001
2000-10-24,1398.130005,24.280001
2000-10-25,1364.900024,26.65
2000-10-26,1364.439941,28.620001
2000-10-27,1379.579956,26.469999
2000-10-30,1398.660034,25.459999
2000-10-31,1429.400024,23.629999
2000-11-01,1421.219971,24.280001
2000-11-02,1428.319946,23.92
2000-11-03,1426.689941,23.67
2000-11-06,1432.189941,24.52
2000-11-07,1431.869995,24.91
2000-11-08,1409.280029,25.66
2000-11-09,1400.140015,27.200001
2000-11-10,1365.97998,28.530001
2000-11-13,1351.26001,29.059999
2000-11-14,1382.949951,26.809999
2000-11-15,1389.810059,26.15
2000-11-16,1372.319946,25.049999
2000-11-17,1367.719971,24.809999
2000-11-20,1342.619995,27.43
2000-11-21,1347.349976,26.620001
2000-11-22,1322.359985,27.709999
2000-11-24,1341.77002,26.0
2000-11-27,1348.969971,26.93
2000-11-28,1336.089966,27.639999
2000-11-29,1341.930054,27.49
2000-11-30,1314.949951,29.65
2000-12-01,1315.22998,27.48
2000-12-04,1324.969971,27.780001
2000-12-05,1376.540039,24.99
2000-12-06,1351.459961,25.07
2000-12-07,1343.550049,25.34
2000-12-08,1369.890015,22.41
2000-12-11,1380.199951,23.51
2000-12-12,1371.180054,24.879999
2000-12-13,1359.98999,23.629999
2000-12-14,1340.930054,24.860001
2000-12-15,1312.150024,26.549999
2000-12-18,1322.73999,27.700001
2000-12-19,1305.599976,27.17
2000-12-20,1264.73999,31.74
2000-12-21,1274.859985,29.66
2000-12-22,1305.949951,27.549999
2000-12-26,1315.189941,28.73
2000-12-27,1328.920044,28.139999
2000-12-28,1334.219971,26.57
2000-12-29,1320.280029,26.85
2001-01-02,1283.27002,29.99
2001-01-03,1347.560059,26.6
2001-01-04,1333.339966,26.969999
2001-01-05,1298.349976,28.67
2001-01-08,1295.859985,29.84
2001-01-09,1300.800049,27.99
2001-01-10,1313.27002,26.799999
2001-01-11,1326.819946,25.790001
2001-01-12,1318.550049,24.559999
2001-01-16,1326.650024,25.280001
2001-01-17,1329.469971,24.93
2001-01-18,1347.969971,23.370001
2001-01-19,1342.540039,23.24
2001-01-22,1342.900024,23.25
2001-01-23,1360.400024,21.57
2001-01-24,1364.300049,22.030001
2001-01-25,1357.51001,22.639999
2001-01-26,1354.949951,22.57
2001-01-29,1364.170044,22.610001
2001-01-30,1373.72998,22.57
2001-01-31,1366.01001,22.02
2001-02-01,1373.469971,21.66
2001-02-02,1349.469971,21.950001
2001-02-05,1354.310059,22.190001
2001-02-06,1352.26001,21.98
2001-02-07,1340.890015,21.67
2001-02-08,1332.530029,21.459999
2001-02-09,1314.76001,22.030001
2001-02-12,1330.310059,21.92
2001-02-13,1318.800049,21.370001
2001-02-14,1315.920044,21.52
2001-02-15,1326.609985,20.27
2001-02-16,1301.530029,22.120001
2001-02-20,1278.939941,24.690001
2001-02-21,1255.27002,25.75
2001-02-22,1252.819946,26.76
2001-02-23,1245.859985,27.209999
2001-02-26,1267.650024,25.43
2001-02-27,1257.939941,26.49
2001-02-28,1239.939941,28.35
2001-03-01,1241.22998,28.08
2001-03-02,1234.180054,27.43
2001-03-05,1241.410034,27.120001
2001-03-06,1253.800049,25.889999
2001-03-07,1261.890015,24.120001
2001-03-08,1264.73999,24.290001
2001-03-09,1233.420044,25.620001
2001-03-12,1180.160034,30.32
2001-03-13,1197.660034,27.549999
2001-03-14,1166.709961,29.610001
2001-03-15,1173.560059,28.559999
2001-03-16,1150.530029,29.91
2001-03-19,1170.810059,29.780001
2001-03-20,1142.619995,30.959999
2001-03-21,1122.140015,31.93
2001-03-22,1117.579956,32.84
2001-03-23,1139.829956,30.450001
2001-03-26,1152.689941,29.040001
2001-03-27,1182.170044,27.040001
2001-03-28,1153.290039,28.58
2001-03-29,1147.949951,29.17
2001-03-30,1160.329956,28.639999
2001-04-02,1145.869995,31.209999
2001-04-03,1106.459961,34.720001
2001-04-04,1103.25,34.07
2001-04-05,1151.439941,29.940001
2001-04-06,1128.430054,31.690001
2001-04-09,1137.589966,31.91
2001-04-10,1168.380005,29.440001
2001-04-11,1165.890015,28.459999
2001-04-12,1183.5,26.120001
2001-04-16,1179.680054,26.33
2001-04-17,1191.810059,25.610001
2001-04-18,1238.160034,24.129999
2001-04-19,1253.689941,24.16
2001-04-20,1242.97998,25.379999
2001-04-23,1224.359985,28.16
2001-04-24,1209.469971,28.49
2001-04-25,1228.75,27.4
2001-04-26,1234.52002,25.959999
2001-04-27,1253.050049,24.02
2001-04-30,1249.459961,25.48
2001-05-01,1266.439941,24.200001
2001-05-02,1267.430054,24.23
2001-05-03,1248.579956,25.780001
2001-05-04,1266.609985,23.91
2001-05-07,1263.51001,24.860001
2001-05-08,1261.199951,24.440001
2001-05-09,1255.540039,24.35
2001-05-10,1255.180054,24.0
2001-05-11,1245.670044,23.540001
2001-05-14,1248.920044,24.26
2001-05-15,1249.439941,23.709999
2001-05-16,1284.98999,21.889999
2001-05-17,1288.48999,21.469999
2001-05-18,1291.959961,21.23
2001-05-21,1312.829956,20.76
2001-05-22,1309.380005,21.35
2001-05-23,1289.050049,22.08
2001-05-24,1293.170044,20.57
2001-05-25,1277.890015,20.6
2001-05-29,1267.930054,22.139999
2001-05-30,1248.079956,22.76
2001-05-31,1255.819946,22.639999
2001-06-01,1260.670044,21.59
2001-06-04,1267.109985,21.379999
2001-06-05,1283.569946,19.58
2001-06-06,1270.030029,20.389999
2001-06-07,1276.959961,19.67
2001-06-08,1264.959961,19.92
2001-06-11,1254.390015,20.700001
2001-06-12,1255.849976,20.700001
2001-06-13,1241.599976,21.450001
2001-06-14,1219.869995,23.120001
2001-06-15,1214.359985,22.809999
2001-06-18,1208.430054,23.17
2001-06-19,1212.579956,22.34
2001-06-20,1223.140015,21.709999
2001-06-21,1237.040039,19.379999
2001-06-22,1225.349976,20.02
2001-06-25,1218.599976,20.67
2001-06-26,1216.76001,21.200001
2001-06-27,1211.069946,20.879999
2001-06-28,1226.199951,20.01
2001-06-29,1224.380005,19.059999
2001-07-02,1236.719971,18.76
2001-07-03,1234.449951,18.92
2001-07-05,1219.23999,20.09
2001-07-06,1190.589966,21.629999
2001-07-09,1198.780029,22.48
2001-07-10,1181.52002,23.25
2001-07-11,1180.180054,24.01
2001-07-12,1208.140015,22.09
2001-07-13,1215.680054,21.139999
2001-07-16,1202.449951,22.91
2001-07-17,1214.439941,22.610001
2001-07-18,1207.709961,23.6
2001-07-19,1215.02002,22.51
2001-07-20,1210.849976,22.34
2001-07-23,1191.030029,23.74
2001-07-24,1171.650024,25.24
2001-07-25,1190.48999,24.0
2001-07-26,1202.930054,23.01
2001-07-27,1205.819946,22.0
2001-07-30,1204.52002,22.690001
2001-07-31,1211.22998,21.620001
2001-08-01,1215.930054,20.559999
2001-08-02,1220.75,20.09
2001-08-03,1214.349976,19.889999
2001-08-06,1200.47998,21.889999
2001-08-07,1204.400024,21.01
2001-08-08,1183.530029,22.32
2001-08-09,1183.430054,21.75
2001-08-10,1190.160034,20.549999
2001-08-13,1191.290039,20.42
2001-08-14,1186.72998,20.48
2001-08-15,1178.02002,20.91
2001-08-16,1181.660034,21.540001
2001-08-17,1161.969971,23.84
2001-08-20,1171.410034,22.870001
2001-08-21,1157.26001,24.4
2001-08-22,1165.310059,22.440001
2001-08-23,1162.089966,22.23
2001-08-24,1184.930054,19.709999
2001-08-27,1179.209961,20.559999
2001-08-28,1161.51001,22.0
2001-08-29,1148.560059,23.030001
2001-08-30,1129.030029,25.41
2001-08-31,1133.579956,24.92
2001-09-04,1132.939941,25.85
2001-09-05,1131.73999,26.35
2001-09-06,1106.400024,28.610001
2001-09-07,1085.780029,30.99
2001-09-10,1092.540039,31.84
2001-09-17,1038.77002,41.759998
2001-09-18,1032.73999,38.869999
2001-09-19,1016.099976,40.560001
2001-09-20,984.539978,43.740002
2001-09-21,965.799988,42.66
2001-09-24,1003.450012,37.75
2001-09-25,1012.27002,35.810001
2001-09-26,1007.039978,35.259998
2001-09-27,1018.609985,34.0
2001-09-28,1040.939941,31.93
2001-10-01,1038.550049,32.32
2001-10-02,1051.329956,31.18
2001-10-03,1072.280029,31.34
2001-10-04,1069.630005,31.969999
2001-10-05,1071.380005,33.389999
2001-10-08,1062.439941,35.119999
2001-10-09,1056.75,34.830002
2001-10-10,1080.98999,31.6
2001-10-11,1097.430054,31.5
2001-10-12,1091.650024,35.27
2001-10-15,1089.97998,35.310001
2001-10-16,1097.540039,32.880001
2001-10-17,1077.089966,35.080002
2001-10-18,1068.609985,34.950001
2001-10-19,1073.47998,34.110001000000004
2001-10-22,1089.900024,32.25
2001-10-23,1084.780029,32.0
2001-10-24,1085.199951,30.950001
2001-10-25,1100.089966,29.459999
2001-10-26,1104.609985,28.42
2001-10-29,1078.300049,31.639999
2001-10-30,1059.790039,33.459999
2001-10-31,1059.780029,33.560001
2001-11-01,1084.099976,32.310001
2001-11-02,1087.199951,30.709999
2001-11-05,1102.839966,30.5
2001-11-06,1118.859985,28.799999
2001-11-07,1115.800049,29.129999
2001-11-08,1118.540039,28.620001
2001-11-09,1120.310059,27.440001
2001-11-12,1118.329956,29.35
2001-11-13,1139.089966,26.469999
2001-11-14,1141.209961,26.559999
2001-11-15,1142.23999,25.559999
2001-11-16,1138.650024,25.07
2001-11-19,1151.060059,24.459999
2001-11-20,1142.660034,24.120001
2001-11-21,1137.030029,24.190001
2001-11-23,1150.339966,23.25
2001-11-26,1157.420044,23.790001
2001-11-27,1149.5,24.0
2001-11-28,1128.52002,25.9
2001-11-29,1140.199951,25.18
2001-11-30,1139.449951,23.84
2001-12-03,1129.900024,25.77
2001-12-04,1144.800049,24.08
2001-12-05,1170.349976,23.02
2001-12-06,1167.099976,23.709999
2001-12-07,1158.310059,23.49
2001-12-10,1139.930054,25.620001
2001-12-11,1136.76001,25.299999
2001-12-12,1137.069946,24.870001
2001-12-13,1119.380005,25.91
2001-12-14,1123.089966,24.629999
2001-12-17,1134.359985,24.26
2001-12-18,1142.920044,23.290001
2001-12-19,1149.560059,22.58
2001-12-20,1139.930054,23.67
2001-12-21,1144.890015,22.5
2001-12-24,1144.650024,22.620001
2001-12-26,1149.369995,22.290001
2001-12-27,1157.130005,21.59
2001-12-28,1161.02002,21.4
2001-12-31,1148.079956,23.799999
2002-01-02,1154.670044,22.709999
2002-01-03,1165.27002,21.34
2002-01-04,1172.51001,20.450001
2002-01-07,1164.890015,21.940001
2002-01-08,1160.709961,21.83
2002-01-09,1155.140015,22.129999
2002-01-10,1156.550049,22.360001
2002-01-11,1145.599976,22.6
2002-01-14,1138.410034,23.58
2002-01-15,1146.189941,22.700001
2002-01-16,1127.569946,23.450001
2002-01-17,1138.880005,22.25
2002-01-18,1127.579956,22.52
2002-01-22,1119.310059,23.610001
2002-01-23,1128.180054,21.879999
2002-01-24,1132.150024,21.15
2002-01-25,1133.280029,21.01
2002-01-28,1133.060059,21.139999
2002-01-29,1100.640015,24.35
2002-01-30,1113.569946,23.219999
2002-01-31,1130.199951,21.09
2002-02-01,1122.199951,21.120001
2002-02-04,1094.439941,24.870001
2002-02-05,1090.02002,25.450001
2002-02-06,1083.51001,26.09
2002-02-07,1080.170044,25.110001
2002-02-08,1096.219971,23.26
2002-02-11,1111.939941,21.780001
2002-02-12,1107.5,21.620001
2002-02-13,1118.51001,20.85
2002-02-14,1116.47998,21.77
2002-02-15,1104.180054,22.370001
2002-02-19,1083.339966,24.43
2002-02-20,1097.97998,22.66
2002-02-21,1080.949951,23.799999
2002-02-22,1089.839966,22.860001
2002-02-25,1109.430054,21.84
2002-02-26,1109.380005,21.68
2002-02-27,1109.890015,21.49
2002-02-28,1106.72998,21.59
2002-03-01,1131.780029,19.959999
2002-03-04,1153.839966,20.5
2002-03-05,1146.140015,20.299999
2002-03-06,1162.77002,19.940001
2002-03-07,1157.540039,20.040001
2002-03-08,1164.310059,19.27
2002-03-11,1168.26001,19.84
2002-03-12,1165.579956,19.59
2002-03-13,1154.089966,19.459999
2002-03-14,1153.040039,19.200001
2002-03-15,1166.160034,18.42
2002-03-18,1165.550049,18.93
2002-03-19,1170.290039,18.16
2002-03-20,1151.849976,18.459999
2002-03-21,1153.589966,18.15
2002-03-22,1148.699951,17.77
2002-03-25,1131.869995,18.48
2002-03-26,1138.48999,18.129999
2002-03-27,1144.579956,17.700001
2002-03-28,1147.390015,17.4
2002-04-01,1146.540039,18.73
2002-04-02,1136.76001,19.16
2002-04-03,1125.400024,20.200001
2002-04-04,1126.339966,19.780001
2002-04-05,1122.72998,19.129999
2002-04-08,1125.290039,19.610001
2002-04-09,1117.800049,19.469999
2002-04-10,1130.469971,18.190001
2002-04-11,1103.689941,20.299999
2002-04-12,1111.01001,19.42
2002-04-15,1102.550049,19.82
2002-04-16,1128.369995,18.110001
2002-04-17,1126.069946,18.43
2002-04-18,1124.469971,19.290001
2002-04-19,1125.170044,18.299999
2002-04-22,1107.829956,19.77
2002-04-23,1100.959961,20.280001
2002-04-24,1093.140015,20.77
2002-04-25,1091.47998,20.950001
2002-04-26,1076.319946,22.139999
2002-04-29,1065.449951,24.049999
2002-04-30,1076.920044,21.91
2002-05-01,1086.459961,20.059999
2002-05-02,1084.560059,20.07
2002-05-03,1073.430054,20.190001
2002-05-06,1052.670044,22.559999
2002-05-07,1049.48999,21.940001
2002-05-08,1088.849976,20.389999
2002-05-09,1073.01001,21.559999
2002-05-10,1054.98999,22.41
2002-05-13,1074.560059,20.719999
2002-05-14,1097.280029,19.35
2002-05-15,1091.069946,19.190001
2002-05-16,1098.22998,18.5
2002-05-17,1106.589966,17.700001
2002-05-20,1091.880005,19.24
2002-05-21,1079.880005,20.049999
2002-05-22,1086.02002,19.58
2002-05-23,1097.079956,18.23
2002-05-24,1083.819946,18.9
2002-05-28,1074.550049,20.309999
2002-05-29,1067.660034,20.389999
2002-05-30,1064.660034,20.610001
2002-05-31,1067.140015,19.98
2002-06-03,1040.680054,23.370001
2002-06-04,1040.689941,23.889999
2002-06-05,1049.900024,22.610001
2002-06-06,1029.150024,24.16
2002-06-07,1027.530029,23.51
2002-06-10,1030.73999,23.719999
2002-06-11,1013.599976,24.450001
2002-06-12,1020.26001,24.15
2002-06-13,1009.559998,25.02
2002-06-14,1007.27002,25.959999
2002-06-17,1036.170044,24.639999
2002-06-18,1037.140015,24.24
2002-06-19,1019.98999,26.059999
2002-06-20,1006.289978,27.48
2002-06-21,989.140015,27.23
2002-06-24,992.719971,26.98
2002-06-25,976.140015,27.84
2002-06-26,973.530029,28.42
2002-06-27,990.640015,26.290001
2002-06-28,989.820007,25.4
2002-07-01,968.650024,27.110001
2002-07-02,948.090027,28.959999
2002-07-03,953.98999,29.42
2002-07-05,989.030029,27.110001
2002-07-08,976.97998,28.25
2002-07-09,952.830017,30.219999
2002-07-10,920.469971,34.099998
2002-07-11,927.369995,33.849998
2002-07-12,921.390015,32.939999
2002-07-15,917.929993,35.029999
2002-07-16,900.940002,36.650002
2002-07-17,906.039978,35.450001
2002-07-18,881.5599980000002,35.119999
2002-07-19,847.75,38.169998
2002-07-22,819.849976,41.869999
2002-07-23,797.700012,44.919998
2002-07-24,843.429993,39.860001
2002-07-25,838.679993,39.27
2002-07-26,852.840027,35.509998
2002-07-29,898.9600220000002,31.33
2002-07-30,902.780029,31.92
2002-07-31,911.619995,32.029999
2002-08-01,884.659973,36.950001
2002-08-02,864.23999,41.290001
2002-08-05,834.599976,45.080002
2002-08-06,859.570007,42.029999
2002-08-07,876.7700199999998,38.73
2002-08-08,905.460022,36.330002
2002-08-09,908.640015,35.330002
2002-08-12,903.799988,37.049999
2002-08-13,884.2100220000002,35.82
2002-08-14,919.619995,32.360001000000004
2002-08-15,930.25,29.43
2002-08-16,928.77002,28.809999
2002-08-19,950.700012,28.610001
2002-08-20,937.429993,29.59
2002-08-21,949.359985,28.23
2002-08-22,962.700012,27.75
2002-08-23,940.859985,29.32
2002-08-26,947.950012,29.889999
2002-08-27,934.820007,30.110001
2002-08-28,917.869995,33.32
2002-08-29,917.799988,33.669998
2002-08-30,916.070007,32.639999
2002-09-03,878.0200199999998,39.970001
2002-09-04,893.400024,37.439999
2002-09-05,879.150024,38.860001
2002-09-06,893.919983,36.330002
2002-09-09,902.960022,36.450001
2002-09-10,909.580017,35.080002
2002-09-11,909.450012,34.810001
2002-09-12,886.909973,37.5
2002-09-13,889.8099980000002,35.82
2002-09-16,891.099976,36.740002
2002-09-17,873.5200199999998,38.009998
2002-09-18,869.4600220000002,37.52
2002-09-19,843.320007,40.650002
2002-09-20,845.3900150000002,38.98
2002-09-23,833.700012,39.68
2002-09-24,819.289978,40.52
2002-09-25,839.659973,37.330002
2002-09-26,854.9500119999999,34.599998
2002-09-27,827.369995,36.970001
2002-09-30,815.280029,39.689999
2002-10-01,847.909973,34.119999
2002-10-02,827.909973,36.830002
2002-10-03,818.950012,37.310001
2002-10-04,800.580017,39.459999
2002-10-07,785.280029,42.639999
2002-10-08,798.549988,41.02
2002-10-09,776.76001,42.130001
2002-10-10,803.919983,37.549999
2002-10-11,835.320007,35.700001
2002-10-14,841.4400019999998,36.040001
2002-10-15,881.2700199999998,34.02
2002-10-16,860.0200199999998,36.0
2002-10-17,879.2000119999999,34.099998
2002-10-18,884.3900150000002,33.529999
2002-10-21,899.7199710000001,33.110001000000004
2002-10-22,890.159973,34.09
2002-10-23,896.1400150000002,33.200001
2002-10-24,882.5,34.029999
2002-10-25,897.650024,30.0
2002-10-28,890.2299800000002,31.07
2002-10-29,882.150024,32.27
2002-10-30,890.7100220000002,31.23
2002-10-31,885.76001,31.139999
2002-11-01,900.960022,29.299999
2002-11-04,908.349976,30.82
2002-11-05,915.390015,31.23
2002-11-06,923.76001,30.73
2002-11-07,902.650024,31.42
2002-11-08,894.73999,29.41
2002-11-11,876.1900019999998,31.299999
2002-11-12,882.9500119999999,30.58
2002-11-13,882.5300289999999,31.24
2002-11-14,904.27002,28.67
2002-11-15,909.830017,26.65
2002-11-18,900.3599849999998,27.66
2002-11-19,896.73999,27.41
2002-11-20,914.150024,25.32
2002-11-21,933.76001,23.809999
2002-11-22,930.549988,23.16
2002-11-25,932.869995,24.07
2002-11-26,913.309998,25.969999
2002-11-27,938.869995,27.25
2002-11-29,936.309998,27.5
2002-12-02,934.530029,27.459999
2002-12-03,920.75,28.33
2002-12-04,917.580017,28.92
2002-12-05,906.549988,30.1
2002-12-06,912.22998,28.879999
2002-12-09,892.0,30.780001
2002-12-10,904.450012,28.76
2002-12-11,904.960022,27.76
2002-12-12,901.580017,27.290001
2002-12-13,889.4799800000002,28.18
2002-12-16,910.400024,26.24
2002-12-17,902.98999,26.66
2002-12-18,891.1199949999999,28.290001
2002-12-19,884.25,30.209999
2002-12-20,895.76001,26.709999
2002-12-23,897.3800050000001,26.200001
2002-12-24,892.4699710000001,26.49
2002-12-26,889.659973,27.370001
2002-12-27,875.400024,29.549999
2002-12-30,879.3900150000002,29.620001
2002-12-31,879.820007,28.620001
2003-01-02,909.030029,25.389999
2003-01-03,908.590027,24.68
2003-01-06,929.01001,24.91
2003-01-07,922.929993,25.129999
2003-01-08,909.929993,25.530001
2003-01-09,927.570007,24.25
2003-01-10,927.570007,24.32
2003-01-13,926.26001,24.9
2003-01-14,931.659973,24.57
2003-01-15,918.219971,25.51
2003-01-16,914.599976,25.01
2003-01-17,901.780029,25.700001
2003-01-21,887.6199949999999,27.59
2003-01-22,878.3599849999998,29.01
2003-01-23,887.340027,27.530001
2003-01-24,861.400024,31.51
2003-01-27,847.4799800000002,34.689999
2003-01-28,858.5399779999998,31.93
2003-01-29,864.3599849999998,31.26
2003-01-30,844.6099849999998,31.32
2003-01-31,855.7000119999999,31.17
2003-02-03,860.320007,31.02
2003-02-04,848.2000119999999,32.759998
2003-02-05,843.590027,33.040001000000004
2003-02-06,838.150024,33.349998
2003-02-07,829.6900019999998,34.009998
2003-02-10,835.969971,33.990002000000004
2003-02-11,829.200012,33.68
2003-02-12,818.679993,34.330002
2003-02-13,817.369995,33.700001
2003-02-14,834.8900150000002,32.619999
2003-02-18,851.169983,31.110001
2003-02-19,845.1300050000001,31.309999
2003-02-20,837.099976,31.16
2003-02-21,848.169983,30.25
2003-02-24,832.580017,31.98
2003-02-25,838.570007,31.74
2003-02-26,827.549988,31.940001
2003-02-27,837.280029,30.530001
2003-02-28,841.150024,29.629999
2003-03-03,834.8099980000002,30.43
2003-03-04,821.98999,31.83
2003-03-05,829.849976,30.379999
2003-03-06,822.099976,31.370001
2003-03-07,828.8900150000002,31.08
2003-03-10,807.47998,33.310001
2003-03-11,800.72998,33.610001000000004
2003-03-12,804.1900019999998,33.509998
2003-03-13,831.900024,31.76
2003-03-14,833.27002,30.98
2003-03-17,862.7899779999998,31.75
2003-03-18,866.4500119999999,30.43
2003-03-19,874.0200199999998,31.540001
2003-03-20,875.669983,30.440001
2003-03-21,895.7899779999998,28.67
2003-03-24,864.2299800000002,30.389999
2003-03-25,874.73999,28.75
2003-03-26,869.9500119999999,28.23
2003-03-27,868.5200199999998,27.959999
2003-03-28,863.5,27.75
2003-03-31,848.179993,29.15
2003-04-01,858.4799800000002,28.360001
2003-04-02,880.900024,28.02
2003-04-03,876.4500119999999,28.209999
2003-04-04,878.849976,29.129999
2003-04-07,879.929993,28.450001
2003-04-08,878.2899779999998,27.129999
2003-04-09,865.98999,27.110001
2003-04-10,871.580017,25.6
2003-04-11,868.2999880000001,24.440001
2003-04-14,885.2299800000002,23.41
2003-04-15,890.8099980000002,22.559999
2003-04-16,879.909973,22.52
2003-04-17,893.580017,21.5
2003-04-21,892.01001,21.950001
2003-04-22,911.369995,20.700001
2003-04-23,919.02002,20.799999
2003-04-24,911.429993,20.33
2003-04-25,898.8099980000002,20.799999
